Country,Year,Month,Calendar Day,"Actual Cash Balance With Reserve Bank Of India (Rbi) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Cash Balance As Percent Of Average Daily Cash Reserve Requirement (UOM:%(Percentage)), Scaling Factor:1","Average Daily Cash Reserve Requirement (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,"Calendar Year (Jan - Dec), 2025","October, 2025",2025-10-10,839690,99.1394119570851,846979
India,"Calendar Year (Jan - Dec), 2025","October, 2025",2025-10-09,819400,96.7438389853822,846979
India,"Calendar Year (Jan - Dec), 2025","October, 2025",2025-10-08,836157,98.7222823706373,846979
India,"Calendar Year (Jan - Dec), 2025","October, 2025",2025-10-07,857508,101.243124091624,846979
India,"Calendar Year (Jan - Dec), 2025","October, 2025",2025-10-06,885175,104.509674974232,846979
India,"Calendar Year (Jan - Dec), 2025","October, 2025",2025-10-05,914733,107.999489951935,846979
India,"Calendar Year (Jan - Dec), 2025","October, 2025",2025-10-04,919590,108.572939824954,846979
India,"Calendar Year (Jan - Dec), 2025","October, 2025",2025-10-03,890373.784107126,97.4888848129137,913308
India,"Calendar Year (Jan - Dec), 2025","October, 2025",2025-10-02,911496.622827904,99.8016685310874,913308
India,"Calendar Year (Jan - Dec), 2025","October, 2025",2025-10-01,922190.269201472,100.972538201951,913308
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-30,989847.514409528,108.38047125499,913308
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-29,925434.000825782,101.327701150738,913308
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-28,902631.131095381,98.830967329245,913308
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-27,903286.136161335,98.9026852016335,913308
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-26,904307,99.0144617149965,913308
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-25,915762,100.268693584202,913308
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-24,917932,100.506291415382,913308
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-23,959345,105.040687259939,913308
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-22,879516,96.3000433588669,913308
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-21,900452,98.5923697153644,913308
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-20,898661,98.3962693855742,913308
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-19,891811,98.6454393915428,904057
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-18,819471.167352653,90.6437500459211,904057
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-17,822014.967501655,90.92512612608,904057
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-16,822001.292631632,90.9236135145939,904057
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-15,858098.149522125,94.916376901249,904057
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-14,858537.294330342,94.9649518039617,904057
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-13,863337.073389847,95.4958673391,904057
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-12,916200,101.343167521517,904057
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-11,889531,98.393242903932,904057
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-10,896278,99.1395454047698,904057
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-09,906433,100.262815287089,904057
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-08,928862,102.743742927714,904057
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-07,954345,105.562481126743,904057
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-06,956361,105.785475915788,904057
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-05,933924,96.959541532999,963210
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-04,960416,99.7099282607116,963210
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-03,942182,97.8168831303662,963210
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-02,950567,98.6874098067919,963210
India,"Calendar Year (Jan - Dec), 2025","September, 2025",2025-09-01,957245,99.3807165623281,963210
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-31,961409,99.8130210442167,963210
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-30,962392,99.9150756325204,963210
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-29,966823.743972522,100.375177165158,963210
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-28,960750.832414914,99.7446904013573,963210
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-27,992589.588351566,103.050174764752,963210
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-26,983387.052549511,102.094771913654,963210
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-25,962618.801810129,99.9386220876163,963210
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-24,994419.823162536,103.240188864582,963210
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-23,996415.616647787,103.447391186531,963210
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-22,940140.235015524,98.1667724776755,957697
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-21,928785.379710481,96.9811307449518,957697
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-20,933654.959716102,97.4895984550544,957697
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-19,940267.127508287,98.1800222312785,957697
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-18,941544.185398097,98.3133689881139,957697
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-17,955774.988188035,99.7993089868753,957697
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-16,956558.110922895,99.8810804380608,957697
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-15,961581.016091255,100.405557926072,957697
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-14,966157.2465189,100.883394906625,957697
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-13,963629.0466504,100.619407458768,957697
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-12,995289.0218328,103.925252123876,957697
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-11,954809.0469424,99.6984481461673,957697
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-10,999793.3301403,104.395579200969,957697
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-09,1002698.5960337,104.698938811931,957697
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-08,934066,97.6907292400951,956146
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-07,919730,96.1913766307656,956146
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-06,923962,96.6339868597474,956146
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-05,934582,97.7446958937233,956146
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-04,924841,96.7259184266838,956146
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-03,973069,101.769917983237,956146
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-02,970942,101.547462416828,956146
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-01,1008861.0,105.513279352735,956146
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-31,996170,104.18597159848,956146
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-30,972817,101.743562175651,956146
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-29,961562,100.56644069002,956146
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-28,973948,101.861849550173,956146
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-27,964293,100.852066525405,956146
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-26,966219,101.053500197669,956146
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-25,925312.26,96.057696140718,963288
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-24,949868.65,98.6069223326772,963288
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-23,968804.65,100.572689579856,963288
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-22,944918.11,98.0930012623431,963288
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-21,937144.49,97.2860131134199,963288
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-20,959524.77,99.6093349029574,963288
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-19,957237.08,99.3718472564799,963288
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-18,991739.5148248,102.953583437643,963288
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-17,969527.819369585,100.647762597436,963288
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-16,960845.520053568,99.7464434368089,963288
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-15,994173.572895583,103.206265716544,963288
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-14,1004109.76333911,104.237752711454,963288.0
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-13,974439.809129939,101.157681724462,963288
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-12,979108.309398326,101.642323936178,963288
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-11,937276.746565652,98.4205639886731,952318
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-10,931896.417930153,97.8555921373063,952318.0
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-09,920787.001292772,96.6890262803782,952318
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-08,938848.797774983,98.5856402771955,952318.0
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-07,930865.974253765,97.7473883990185,952318
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-06,936049.78514346,98.2917245230543,952318
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-05,936527.68760986,98.3419075991276,952318
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-04,938995.739895878,98.6010702198087,952318
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-03,956688.835153457,100.4589680289,952318
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-02,964750.404024533,101.30548871538,952318
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-01,1006563.06599981,105.696108442748,952318
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-30,1015732.27680938,106.658939220867,952318
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-29,978932.47029262,102.794704110667,952318
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-28,981725.897056496,103.088033309934,952318.0
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-27,940468,98.5636776559387,954173
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-26,935809,98.0754014209163,954173
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-25,935908,98.0857768979001,954173
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-24,943108,98.8403570421716,954173
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-23,941342,98.6552753012294,954173
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-22,945757,99.1179796535848,954173
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-21,947084,99.257052966286,954173
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-20,946594.0,99.2056995953564,954173.0
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-19,946312,99.1761452063724,954173
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-18,960918,100.706894871265,954173
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-17,957930,100.393744111393,954173
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-16,956886.0,100.284329990473,954173.0
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-15,1020261.0,106.92620730203,954173
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-14,1021171.0,107.021577848042,954173
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-13,939614,99.7942756154473,941551
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-12,931678.0,98.9514110228761,941551.0
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-11,930892,98.8679317424123,941551
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-10,930582,98.835007344265,941551
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-09,932181,99.0048335140635,941551
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-08,944499,100.313100405607,941551
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-07,944691,100.333492290911,941551
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-06,945067.0,100.373426399632,941551.0
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-05,939627,99.7956563160147,941551
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-04,945785,100.449683554051,941551
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-03,948458,100.733576832269,941551
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-02,954330,101.357228657821,941551
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-01,968433,102.855076358052,941551
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-31,966624.0,102.662946563702,941551.0
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-30,963160,101.511671903012,948817
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-29,951404,100.272655317095,948817
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-28,932079,98.235908505012,948817
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-27,941648,99.2444275344982,948817
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-26,932730,98.3045202604928,948817
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-25,941656,99.2452706897115,948817
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-24,942156,99.2979678905416,948817
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-23,942255.930192722,99.3084999734113,948817
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-22,962288.118960345,101.419780522519,948817
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-21,942726.30403417,99.3580747429873,948817.0
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-20,966107.37565035,101.822308796148,948817
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-19,963088.485311386,101.504134655195,948817.0
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-18,970083.779089004,102.241399457325,948817
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-17,970386.241255847,102.273277276424,948817
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-16,935154.124353145,99.3098438971835,941653
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-15,922779.479872341,97.9957032869158,941653
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-14,931971.83470218,98.9718967286442,941653
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-13,956950.791785944,101.624567838253,941653
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-12,931405.817732755,98.9117878595146,941653
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-11,929931.923095593,98.7552658033897,941653.0
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-10,930559.423096865,98.8219039388039,941653
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-09,932300.52,99.0068018686289,941653.0
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-08,957142.18,101.644892545343,941653
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-07,955693.56,101.491054560438,941653
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-06,961365.89,102.093434630379,941653
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-05,951672.77,101.064061814702,941653
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-04,962889.98,102.255287244877,941653
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-03,964407.38,102.416429406586,941653
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-02,940028.460078775,98.7489164293027,951938
India,"Calendar Year (Jan - Dec), 2025","May, 2025",2025-05-01,929978.534762843,97.6931832496279,951938
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-30,938624.04325852,98.6013840458643,951938
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-29,953154.221470294,100.127762676802,951938
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-28,936260.049565384,98.3530492075517,951938
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-27,946446.041885293,99.4230760706362,951938
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-26,948528.103490529,99.6417942650182,951938
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-25,954371.0,100.255583872059,951938.0
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-24,949257,99.7183640111016,951938
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-23,961529.0,101.007523599226,951938.0
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-22,982528,103.213444573071,951938
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-21,968567.0,101.746857463406,951938.0
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-20,980630,103.014061840162,951938
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-19,981190.0,103.072889200767,951938.0
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-18,916175.55096945,98.3473670787788,931571
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-17,924106.927662528,99.1987650605835,931571
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-16,925756.947366788,99.3758873308409,931571
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-15,928892.682636232,99.7124945534191,931571.0
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-14,929434.360693931,99.7706412816555,931571
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-13,931902.318533357,100.035565569705,931571.0
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-12,934252.712561077,100.287869905898,931571
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-11,937278.5,100.612674718298,931571
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-10,925590.13,99.3579802290969,931571
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-09,940235.37,100.930081550413,931571
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-08,942962.22,101.222796759453,931571
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-07,937717.86,100.659838058505,931571
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-06,953645.89,102.369641176035,931571
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-05,953326.71,102.335378623852,931571
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-04,936934.364076,100.855921375956,928983
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-03,885497.500903715,95.31902100509,928983
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-02,906024.294178651,97.5286193804032,928983
India,"Calendar Year (Jan - Dec), 2025","April, 2025",2025-04-01,930947.934231138,100.211514552057,928983
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-31,934358.378177753,100.578630413878,928983
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-30,920935.206378744,99.1336985045737,928983
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-29,921748.135311289,99.2212059113341,928983
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-28,949440.988942191,102.202191960692,928983.0
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-27,941196.49894237,101.314717163002,928983
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-26,949692.660693048,102.229283064711,928983
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-25,949616.354038976,102.221069065739,928983
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-24,948631.552218957,102.115060471393,928983.0
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-23,943142.846874678,101.524231000425,928983
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-22,944150.787664173,101.6327303798,928983
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-21,889240.464120678,96.7477464219735,919133
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-20,892557.602195948,97.1086450161128,919133
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-19,904547.12664928,98.4130834872951,919133
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-18,887099.953081155,96.5148627109629,919133
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-17,899037.82722637,97.8136817224896,919133
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-16,907544.244112366,98.7391644204229,919133
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-15,910212.158284788,99.029428633809,919133
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-14,926890.926728659,100.844048329095,919133
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-13,960037.1015885,104.450291915153,919133
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-12,929204.679980764,101.09578047799,919133
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-11,939545.585273989,102.220852180695,919133
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-10,949698.362117461,103.325455849965,919133
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-09,956373.448080924,104.051693071723,919133
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-08,956931.410198675,104.112398336114,919133
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-07,893878.91,96.8722402843705,922740
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-06,900344.94,97.5729826386631,922740
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-05,904929.46,98.0698203177493,922740
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-04,910913.15,98.7182900925505,922740.0
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-03,904036.65,97.9730639183302,922740
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-02,932706.91,101.080142835468,922740
India,"Calendar Year (Jan - Dec), 2025","March, 2025",2025-03-01,942348.01,102.124976699829,922740
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-28,933991.336529994,101.219339849795,922740.0
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-27,942396.93472571,102.130278813719,922740
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-26,947429.073370181,102.675626218673,922740.0
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-25,947293.599743028,102.660944550256,922740
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-24,908199.104064618,98.4241610924657,922740
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-23,940554.153442124,101.930571281415,922740
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-22,940606.14504493,101.936205761637,922740
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-21,895394,98.1533368411822,912240
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-20,887764.0,97.3169341401386,912240.0
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-19,886282,97.154476892046,912240
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-18,897439,98.3775103043059,912240
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-17,906305,99.349403665702,912240
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-16,937822,102.804305884416,912240
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-15,936794,102.69161624134,912240
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-14,960191.576412064,105.256465010531,912240
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-13,906851.562643166,99.4093180131507,912240
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-12,914470.490426457,100.24450697475,912240
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-11,937612.50816701,102.781341331997,912240
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-10,913487.069890923,100.136704144844,912240
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-09,910179.736119709,99.7741533061156,912240
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-08,912735.04970181,100.054267484632,912240
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-07,885291.798892994,97.0136014146161,912544
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-06,895198.9211201,98.0992610898872,912544.0
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-05,873788.424426679,95.7530184217615,912544
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-04,884724.529274469,96.9514378785537,912544.0
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-03,900623.533656764,98.6937105122344,912544
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-02,959609.114320985,105.15757205362,912544
India,"Calendar Year (Jan - Dec), 2025","February, 2025",2025-02-01,949696.171316842,104.071274515732,912544
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-31,930798.527872152,102.000399747536,912544
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-30,918934.389522309,100.700282892914,912544
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-29,915444.299395111,100.317825704307,912544
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-28,907883.942854766,99.4893334299241,912544
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-27,930154.39381756,101.929813117785,912544.0
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-26,927585.941650416,101.648352479488,912544
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-25,928263.560463976,101.72260849493,912544.0
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-24,896788,98.5209574062539,910251
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-23,892467.0,98.0462531763217,910251.0
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-22,889137,97.6804200160176,910251
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-21,907742.0,99.7243617419811,910251.0
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-20,908808,99.8414722972015,910251
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-19,903041,99.2079107850472,910251
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-18,905183,99.4432304935672,910251
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-17,903855.389350145,99.2973794426092,910251
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-16,911219.359512116,100.106383789978,910251
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-15,907852.843876969,99.7365390290117,910251.0
India,"Calendar Year (Jan - Dec), 2025","January, 2025",2025-01-14,923609.228067595,101.467532369379,910251
