Country,Year,Month,Calendar Day,"Actual Cash Balance With Reserve Bank Of India (Rbi) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Cash Balance As Percent Of Average Daily Cash Reserve Requirement (UOM:%(Percentage)), Scaling Factor:1","Average Daily Cash Reserve Requirement (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-30,395267.392419,112.683704819885,350776.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-29,351346.157117,100.162541655358,350776.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-28,351346.157117,100.162541655358,350776.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-27,357369.004374,101.879548308322,350776.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-26,349735.623195,99.7034070731749,350776.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-25,349830.185424,99.73036508313,350776.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-24,346502.428456,98.7816807466873,350776.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-23,350784.607867,100.002453949814,350776.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-22,358214.429226,102.120563900039,350776.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-21,358214.429226,102.120563900039,350776.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-20,373087.259626,107.848013119692,345938.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-19,346069.101676,100.037897448676,345938.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-18,345984.784321,100.013523903416,345938.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-17,347218.141268,100.370049334852,345938.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-16,346396.471783,100.132530043823,345938.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-15,347500.644417,100.451712277055,345938.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-14,347500.644417,100.451712277055,345938.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-13,360279.394119,104.145654458024,345938.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-12,348053.396316,100.611495792888,345938.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-11,346040.997104,100.02977328423,345938.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-10,352948.341719,102.02647344871,345938.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-09,347135.828883,100.346255364545,345938.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-08,346014.495899,100.022112603704,345938.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-07,346014.495899,100.022112603704,345938.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-06,366606.03876,106.01371815737,345810.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-05,367685.610436,106.32590452445,345810.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-04,342476.995199,99.0361745464272,345810.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-03,342869.791762,99.1497619392152,345810.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-02,350723.213877,101.420784210115,345810.0
India,"Calendar Year (Jan - Dec), 2015","March, 2015",2015-03-01,353900.399312,102.33955042133,345810.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-28,353900.399312,102.33955042133,345810.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-27,359626.644814,103.995443976172,345810.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-26,349655.095633,101.111909902258,345810.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-25,356257.71074,103.021228634221,345810.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-24,349737.903125,101.135855852925,345810.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-23,347658.726521,100.534607594055,345810.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-22,344711.310509,99.6822852170267,345810.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-21,344711.310509,99.6822852170267,345810.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-20,343322.200932,100.32060805961,342225.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-19,370491.602232,108.259654388779,342225.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-18,365917.935202,106.92320409146,342225.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-17,361724.654047,105.697904608664,342225.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-16,361702.896302,105.691546877639,342225.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-15,350643.966056,102.460067515816,342225.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-14,350643.966056,102.460067515816,342225.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-13,348833.525602,101.931047001826,342225.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-12,341269.780188,99.7208795932501,342225.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-11,337225.51861,98.5391244386003,342225.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-10,338444.640279,98.8953583984221,342225.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-09,342727.238409,100.146756785448,342225.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-08,340599.776863,99.525100989992,342225.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-07,340599.776863,99.525100989992,342225.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-06,363241.69775,106.284676149847,341763.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-05,337734.686636,98.8213137864544,341763.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-04,338516.354261,99.0500300679126,341763.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-03,338266.405004,98.9768948083906,341763.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-02,342219.620857,100.133607458092,341763.0
India,"Calendar Year (Jan - Dec), 2015","February, 2015",2015-02-01,351991.890344,102.992977690388,341763.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-31,351991.890344,102.992977690388,341763.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-30,342145.261041,100.111849744121,341763.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-29,340569.770185,99.650860445689,341763.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-28,343598.385254,100.537034510465,341763.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-27,341666.299889,99.9717055061548,341763.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-26,357434.267648,104.585419617688,341763.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-25,357434.267648,104.585419617688,341763.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-24,357434.267648,104.585419617688,341763.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-23,348680.399896,102.789474584485,339218.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-22,342375.498995,100.930817054225,339218.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-21,343533.048784,101.272057728069,339218.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-20,340240.111766,100.301314130146,339218.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-19,341543.026147,100.685407657318,339218.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-18,345144.635858,101.74714663078,339218.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-17,345144.635858,101.74714663078,339218.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-16,343908.741882,101.382810429281,339218.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-15,341230.968412,100.593414386029,339218.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-14,341254.779289,100.600433729637,339218.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-13,340885.744084,100.491643746499,339218.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-12,338391.781554,99.7564343737655,339218.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-11,344541.74349,101.569416566927,339218.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-10,344541.74349,101.569416566927,339218.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-09,341785.849574,101.327825860122,337307.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-08,335055.051476,99.3323742098444,337307.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-07,335274.674362,99.3974848912119,337307.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-06,337082.193168,99.9333524557747,337307.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-05,334354.282969,99.1246202921967,337307.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-04,348557.801339,103.335478166477,337307.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-03,348557.801339,103.335478166477,337307.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-02,339841.842159,100.751494086693,337307.0
India,"Calendar Year (Jan - Dec), 2015","January, 2015",2015-01-01,342672.534574,101.590697665332,337307.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-31,346371.013465,102.687170282562,337307.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-30,340138.527789,100.839451238486,337307.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-29,338118.77184,100.240662612991,337307.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-28,350008.81143,103.765653078649,337307.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-27,350008.81143,103.765653078649,337307.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-26,345861.539964,102.308343528034,338058.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-25,342712.919046,101.37695870117,338058.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-24,342712.919046,101.37695870117,338058.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-23,338621.518921,100.166692970141,338058.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-22,338759.545294,100.207522168977,338058.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-21,344877.55059,102.017272358589,338058.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-20,344877.55059,102.017272358589,338058.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-19,344402.912825,101.876871076857,338058.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-18,341722.787365,101.084070592916,338058.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-17,340814.411612,100.815366479125,338058.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-16,335397.571619,99.2130260544049,338058.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-15,352442.734761,104.255108520136,338058.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-14,341643.352749,101.060573259322,338058.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-13,341643.352749,101.060573259322,338058.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-12,347382.371232,103.708303722523,334961.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-11,336445.493912,100.443184105612,334961.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-10,335709.497018,100.22345796018,334961.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-09,333345.913389,99.5178284603282,334961.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-08,333490.997403,99.5611421637146,334961.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-07,339100.756802,101.23589217909,334961.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-06,339100.756802,101.23589217909,334961.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-05,350397.189196,104.60835416541,334961.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-04,332599.09823,99.2948726060646,334961.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-03,333063.873594,99.4336276742666,334961.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-02,332392.349084,99.2331492573762,334961.0
India,"Calendar Year (Jan - Dec), 2014","December, 2014",2014-12-01,337992.147229,100.904925417884,334961.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-30,353748.287188,105.608798393843,334961.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-29,353758.934399,105.611977035834,334961.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-28,349842.849552,103.97012920436,336484.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-27,345701.057708,102.73922614686,336484.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-26,340402.622928,101.164579275092,336484.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-25,344286.265467,102.318762695106,336484.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-24,335523.862017,99.7146556796163,336484.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-23,341098.545641,101.371401208081,336484.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-22,341098.545641,101.371401208081,336484.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-21,339009.289367,100.750493148857,336484.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-20,340336.036626,101.144790428668,336484.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-19,337312.860451,100.246329825787,336484.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-18,337493.782382,100.300098186541,336484.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-17,335334.155508,99.658276621771,336484.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-16,340742.676818,101.265640214096,336484.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-15,340742.676818,101.265640214096,336484.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-14,336804.964776,101.053413735621,333294.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-13,329314.568352,98.8060296170948,333294.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-12,334267.665537,100.292134132928,333294.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-11,329867.373145,98.9718906265939,333294.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-10,330619.738422,99.1976268465679,333294.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-09,338549.190751,101.576743281007,333294.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-08,338549.190751,101.576743281007,333294.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-07,337554.311869,101.278244393538,333294.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-06,355294.200194,106.600838957197,333294.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-05,353782.569476,106.147296223754,333294.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-04,339495.902463,101.860790312157,333294.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-03,339078.217288,101.735469971857,333294.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-02,350825.263408,105.259999702365,333294.0
India,"Calendar Year (Jan - Dec), 2014","November, 2014",2014-11-01,350825.263408,105.259999702365,333294.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-31,340051.890489,100.531520836117,338254.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-30,334123.759495,98.7789529451241,338254.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-29,332907.896698,98.4195003453027,338254.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-28,333802.399309,98.6839473617459,338254.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-27,334791.305214,98.976303373796,338254.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-26,368211.358577,108.856468386774,338254.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-25,368211.358577,108.856468386774,338254.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-24,370397.62131,109.502805971252,338254.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-23,370077.710144,109.408228770096,338254.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-22,370526.287185,109.540844213224,338254.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-21,335200.473683,99.09726823127,338254.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-20,335445.513881,99.1697108921107,338254.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-19,339588.447407,100.394510458709,338254.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-18,339588.447407,100.394510458709,338254.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-17,333920.374716,101.100372015768,330286.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-16,328257.173557,99.3857364699079,330286.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-15,364778.679356,110.443276238169,330286.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-14,362146.582046,109.646361652023,330286.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-13,326725.651475,98.9220407389354,330286.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-12,335685.476985,101.634788330417,330286.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-11,335685.476985,101.634788330417,330286.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-10,332604.694115,100.702026157633,330286.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-09,328452.888865,99.444992783527,330286.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-08,327458.551323,99.1439392898882,330286.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-07,330401.950021,100.035105944848,330286.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-06,345724.188523,104.674187983445,330286.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-05,345583.11045,104.631474070957,330286.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-04,345583.11045,104.631474070957,330286.0
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-03,346665.864874,104.310427986777,332340.564184
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-02,346973.163738,104.40289303532,332340.564184
India,"Calendar Year (Jan - Dec), 2014","October, 2014",2014-10-01,346973.163738,104.40289303532,332340.564184
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-30,338209.076383,101.765812793093,332340.564184
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-29,336890.849904,101.369163505867,332340.564184
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-28,346328.864181,104.209025771905,332340.564184
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-27,346328.864181,104.209025771905,332340.564184
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-26,337938.888,101.684514145827,332340.564184
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-25,332383.524677,100.01292664743,332340.564184
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-24,330890.40998,99.5636541667549,332340.564184
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-23,331166.110385,99.6466113602823,332340.564184
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-22,333182.781738,100.25342002896,332340.564184
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-21,339704.975095,102.215922973195,332340.564184
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-20,339704.975095,102.215922973195,332340.564184
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-19,336347.174427,102.450691015735,328301.518606
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-18,332444.647584,101.261988977569,328301.518606
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-17,327018.579475,99.609219251727,328301.518606
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-16,329456.999369,100.351957178848,328301.518606
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-15,338335.066682,103.056199105811,328301.518606
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-14,334433.991617,101.867939276382,328301.518606
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-13,334433.991617,101.867939276382,328301.518606
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-12,335141.263728,102.083372977086,328301.518606
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-11,328855.981309,100.168888254113,328301.518606
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-10,329096.372193,100.242110846875,328301.518606
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-09,331163.016862,100.871606768117,328301.518606
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-08,328035.827644,99.9190710529978,328301.518606
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-07,333458.697492,101.570866594799,328301.518606
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-06,333458.697492,101.570866594799,328301.518606
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-05,332430.63453,101.142558837879,328675.32555
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-04,324025.871765,98.5853961573721,328675.32555
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-03,324110.810448,98.6112388892102,328675.32555
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-02,325687.788772,99.0910370977801,328675.32555
India,"Calendar Year (Jan - Dec), 2014","September, 2014",2014-09-01,324533.548806,98.739857719143,328675.32555
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-31,363245.782327,110.518117451972,328675.32555
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-30,363276.697834,110.527523545036,328675.32555
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-29,359552.711593,109.394494701216,328675.32555
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-28,355687.190279,108.218403582258,328675.32555
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-27,326449.320675,99.3227344123642,328675.32555
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-26,329378.997732,100.214093400782,328675.32555
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-25,329660.170487,100.299640666774,328675.32555
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-24,333418.121828,101.443003447266,328675.32555
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-23,333418.121828,101.443003447266,328675.32555
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-22,328456.013287,100.647161855789,326344.039147
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-21,323677.983306,99.1830536117747,326344.039147
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-20,326543.628552,100.061159200432,326344.039147
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-19,324994.318867,99.5864118482054,326344.039147
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-18,351959.534478,107.849230339232,326344.039147
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-17,352784.551421,108.102036226281,326344.039147
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-16,352784.551421,108.102036226281,326344.039147
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-15,335314.953894,102.748913315668,326344.039147
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-14,335314.953894,102.748913315668,326344.039147
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-13,326167.21275,99.9458159562337,326344.039147
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-12,325871.644952,99.8552465685493,326344.039147
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-11,325121.656725,99.6254313621922,326344.039147
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-10,329395.320082,100.934989020475,326344.039147
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-09,329395.320082,100.934989020475,326344.039147
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-08,326077.050189,99.5051600267302,327698.634022
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-07,322879.958935,98.5295406856421,327698.634022
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-06,321359.588134,98.0655867221057,327698.634022
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-05,321633.922447,98.1493021497939,327698.634022
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-04,322556.59204,98.4308625523124,327698.634022
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-03,363689.126487,110.982802101819,327698.634022
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-02,363689.126487,110.982802101819,327698.634022
India,"Calendar Year (Jan - Dec), 2014","August, 2014",2014-08-01,332592.32069,101.493349730494,327698.634022
India,"Calendar Year (Jan - Dec), 2014","July, 2014",2014-07-31,327706.589696,100.002427740971,327698.634022
India,"Calendar Year (Jan - Dec), 2014","July, 2014",2014-07-30,335268.864835,102.310119734125,327698.634022
India,"Calendar Year (Jan - Dec), 2014","July, 2014",2014-07-29,329487.036918,100.545746216287,327698.634022
India,"Calendar Year (Jan - Dec), 2014","July, 2014",2014-07-28,329698.002095,100.610124018053,327698.634022
India,"Calendar Year (Jan - Dec), 2014","July, 2014",2014-07-27,337497.621859,102.990243723855,327698.634022
India,"Calendar Year (Jan - Dec), 2014","July, 2014",2014-07-26,337497.621859,102.990243723855,327698.634022
India,"Calendar Year (Jan - Dec), 2014","July, 2014",2014-07-25,337144.327359,103.63435725299,325321.0
India,"Calendar Year (Jan - Dec), 2014","July, 2014",2014-07-24,335420.64039,103.104515352529,325321.0
India,"Calendar Year (Jan - Dec), 2014","July, 2014",2014-07-23,327544.647015,100.683523970171,325321.0
India,"Calendar Year (Jan - Dec), 2014","July, 2014",2014-07-22,325759.073773,100.134658928566,325321.0
India,"Calendar Year (Jan - Dec), 2014","July, 2014",2014-07-21,323354.72362,99.3955888553152,325321.0
India,"Calendar Year (Jan - Dec), 2014","July, 2014",2014-07-20,328629.961534,101.017137391684,325321.0
India,"Calendar Year (Jan - Dec), 2014","July, 2014",2014-07-19,328629.961534,101.017137391684,325321.0
India,"Calendar Year (Jan - Dec), 2014","July, 2014",2014-07-18,330287.515521,101.526650760633,325321.0
India,"Calendar Year (Jan - Dec), 2014","July, 2014",2014-07-17,329871.922511,101.398902164631,325321.0
India,"Calendar Year (Jan - Dec), 2014","July, 2014",2014-07-16,330845.241294,101.698089362199,325321.0
