Country,Year,Month,Calendar Day,"Repo Under Liquidity Adjustment Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Reverse Repo Under Liquidity Adjustment Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Variable Rate Repo Under Liquidity Adjustment Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Variable Rate Reverse Repo Under Liquidity Adjustment Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Marginal Standing Facility (Msf) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Standing Liquidity Facilities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Standing Liquidity Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Market Stabilisation Scheme (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sale Under Open Market Operations (Omo) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Purchase Under Open Market Operations (Omo) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Long Term Repo Operations (UOM:INR(IndianRupees)), Scaling Factor:10000000","Targeted Long Term Repo Operations (UOM:INR(IndianRupees)), Scaling Factor:10000000","Special Liquidity Facility For Mutual Funds  (UOM:INR(IndianRupees)), Scaling Factor:10000000","Special Liquidity Scheme For Non Banking Financial Companies (Nbfcs) Or Housing Finance Companies (Hfcs) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Special Long-Term Repo Operations For Small Finance Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Special Reverse Repo (UOM:INR(IndianRupees)), Scaling Factor:10000000","Net Injection (+) / Absorption (-) (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-19,,,,,2664,17829,0,,,,,,,,,,-15165
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-18,,,,52065,3250,91107,-4399.43,,,,,,,,,,-144321.43
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-17,,,,,109,168921,0,,,,,,,,,,-168812
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-16,,,,,83,154901,0,,,,,,,,,,-154818
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-15,,,,,245,151934,0,,,,,,,,,,-151689
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-14,,,,,2495,140412,0,,,,,,,,,,-137917
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-13,,,,,7,1950,0,,,,,,,,,,-1943
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-12,,,,,150,3766,0,,,,,,,,,,-3616
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-11,,,,,366,137723,-4890,,,,,,,,,,-142247
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-10,,,,,465,122825,-411.15,,,,,,,,,,-122771.15
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-09,,,,,552,102762,3906.15,,,,,,,,,,-98303.85
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-08,,,,,7423,13880,0,,,,,,,,,,-6457
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-07,,,,,553,67723,2494.73,,,,,,,,,,-64675.27
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-06,,,,,366,2586,0,,,,,,,,,,-2220
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-05,,,,,3426,14500,1000,,,,,,,,,,-10074
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-04,,,,32483,574,143335,0,,,,,,,,,,-175244
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-03,,,,,473,190489,-205,,,,,,,,,,-190221
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-02,,,,,537,189956,-4211.73,,,,,,,,,,-193630.73
India,"Financial Year (Apr - Mar), 2022","November, 2022",2022-11-01,,,,,351,126959,-2764.7,,,,,,,,,,-129372.7
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-31,,,,,1662,84768,235.28,,,,,,,,,,-82870.72
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-30,,,,,1174,2887,0,,,,,,,,,,-1713
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-29,,,,,16187,18400,0,,,,,,,,,,-2213
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-28,,,,,21623,60602,0,,,,,,,,,,-38979
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-27,,,,,21331,69409,347.64,,,,,,,,,,-47730.36
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-26,,,,,733,25809,0,,,,,,,,,,-25076
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-25,,,,,51885,56161,277.19,,,,,,,,,,-3998.81
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-24,,,,,6016,12156,0,,,,,,,,,,-6140
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-23,,,,,1433,2262,0,,,,,,,,,,-829
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-22,,,,,7063,10119,0,,,,,,,,,,-3056
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-21,,,,5648,51134,80645,0,,,,,,,,,,-35159
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-20,,,,,20028,52170,0,,,,,,,,,,-32142
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-19,,,,,1412,53879,0,,,,,,,,,,-52467
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-18,,,,,1574,77607,0,,,,,,,,,,-76033
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-17,,,,,4301,62862,0,,,,,,,,,,-58561
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-16,,,,,12005,3877,0,,,,,,,,,,8128
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-15,,,,,407,29893,0,,,,,,,,,,-29486
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-14,,,,,13358,49430,0,,,,,,,,,,-36072
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-13,,,,,4673,48144,3,,,,,,,,,,-43468
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-12,,,,,22436,61323,0,,,,,,,,,,-38887
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-11,,,,,5510,62843,505.27,,,,,,,,,,-56827.73
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-10,,,,,21173,57930,0,,,,,,,,,,-36757
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-09,,,,,885,3038,0,,,,,,,,,,-2153
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-08,,,,,3030,11006,0,,,,,,,,,,-7976
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-07,,,,61990,1636,87646,0,,,,,,,,,,-148000
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-06,,,,,423,178401,0,,,,,,,,,,-177978
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-05,,,,,1275,15971,0,,,,,,,,,,-14696
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-04,,,,,323,204461,-395.6,,,,,,,,,,-204533.6
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-03,,,,,220,177611,0,,,,,,,,,,-177391
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-02,,,,,21,9220,0,,,,,,,,,,-9199
India,"Financial Year (Apr - Mar), 2022","October, 2022",2022-10-01,,,,,42161,114711,0,,,,,,,,,,-72550
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-30,,,,,18179,111274,0,,,,,,,,,,-93095
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-29,,,,,34027,75443,-5244.4,,,,,,,,,,-46660.4
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-28,,,,,24669,81138,-5545,,,,,,,,,,-62014
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-27,,,,,23866,89003,0,,,,,,,,,,-65137
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-26,,,,,9586,82161,0,,,,,,,,,,-72575
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-25,,,,,190,3820,0,,,,,,,,,,-3630
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-24,,,,,400,15044,0,,,,,,,,,,-14644
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-23,,,,3748,9657,97762,-4120,,,,,,,,,,-95973
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-22,,,50001,,410,122441,84,,,,,,,,,,-71946
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-21,,,,,26904,60343,225,,,,,,,,,,-33214
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-20,,,,,30561,53788,205,,,,,,,,,,-23022
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-19,,,,,11125,56315,0,,,,,,,,,,-45190
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-18,,,,,8006,3248,0,,,,,,,,,,4758
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-17,,,,,626,25054,0,,,,,,,,,,-24428
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-16,,,,,13409,61548,3395.6,,,,,,,,,,-44743.4
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-15,,,,,1291,90998,0,,,,,,,,,,-89707
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-14,,,,,800,110677,0,,430,,,,,,,,-110307
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-13,,,,,755,93091,0,,,,,,,,,,-92336
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-12,,,,,1012,102331,0,,380,,,,,,,,-101699
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-11,,,,,23,6725,0,,,,,,,,,,-6702
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-10,,,,,448,9548,0,,,,,,,,,,-9100
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-09,,,,33392,2029,143462,0,,1640,,,,,,,,-176465
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-08,,,,,2895,141854,0,,155,,,,,,,,-139114
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-07,,,,,3526,167522,0,,100,,,,,,,,-164096
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-06,,,,44015,2544,193085,0,,330,,,,,,,,-234886
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-05,,,,,2177,211710,0,,,,,,,,,,-209533
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-04,,,,,183,3192,0,,,,,,,,,,-3009
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-03,,,,,136,38067,0,,,,,,,,,,-37931
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-02,,,,,2056,180516,-3309.35,,,,,,,,,,-181769.35
India,"Financial Year (Apr - Mar), 2022","September, 2022",2022-09-01,,,,,2082,151032,309.35,,550,,,,,,,,-149190.65
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-31,,,,,2678,50988,0,,,,,,,,,,-48310
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-30,,,,,2176,74466,0,,,,,,,,,,-72290
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-29,,,,,3113,112464,-5000,,465,,,,,,,,-114816
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-28,,,,,11,3329,0,,,,,,,,,,-3318
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-27,,,,,45,5626,0,,,,,,,,,,-5581
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-26,,,,70331,4034,112050,0,,,,,,,,,,-178347
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-25,,,,,1561,144918,0,,555,,,,,,,,-143912
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-24,,,,,2490,132406,-245,,,,,,,,,,-130161
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-23,,,,,2590,135686,0,,,,,,,,,,-133096
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-22,,,,,2107,107279,0,,,,,,,,,,-105172
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-21,,,,,12,4365,0,,,,,,,,,,-4353
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-20,,,,,516,39886,0,,,,,,,,,,-39370
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-19,,,,,1681,125180,7400,,250,,,,,,,,-116349
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-18,,,,,1595,183520,0,,690,,,,,,,,-182615
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-17,,,,,2315,155566,0,,905,,,,,,,,-154156
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-16,,,,,4580,50175,0,,,,,,,,,,-45595
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-15,,,,,60,3023,0,,,,,,,,,,-2963
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-14,,,,,10,1159,0,,,,,,,,,,-1149
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-13,,,,,729,4753,0,,,,,,,,,,-4024
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-12,,,,22225,2786,129659,0,,1115,,,,,,,,-150213
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-11,,,,,1905,211305,-160,,,,,,,,,,-209560
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-10,,,,45530,1715,200045,-109,,,,,,,,,,-243969
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-09,,,,,2203,40813,0,,,,,,,,,,-38610
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-08,,,,,1523,175249,-7500,,,,,,,,,,-181226
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-07,,,,,137,3809,0,,,,,,,,,,-3672
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-06,,,,,3252,22648,0,,,,,,,,,,-19396
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-05,,,,,1295,255858,0,,1385,,,,,,,,-255948
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-04,,,,,1518,299271,1444.4,,,,,,,,,,-296308.6
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-03,,,,,1695,277871,-1500,,510,,,,,,,,-278186
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-02,,,,,1307,286943,-1141.05,,675,,,,,,,,-287452.05
India,"Financial Year (Apr - Mar), 2022","August, 2022",2022-08-01,,,,,1079,215676,0,,185,,,,,,,,-214782
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-31,,,,,14,4964,0,,,,,,,,,,-4950
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-30,,,,,778,37268,0,,,,,,,,,,-36490
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-29,,,,12712,139,148888,0,,640,,,,,,,,-162101
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-28,,,,,10161,50759,-5000,,505,,,,,,,,-46103
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-27,,,,,33001,51810,267.39,,220,,,,,,,,-18761.61
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-26,,,50006,,29032,48205,434.21,,65,,,,,,,,31202.21
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-25,,,,,59312,51909,160,,655,,,,,,,,6907.99999999999
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-24,,,,,60,3960,0,,,,,,,,,,-3900
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-23,,,,,129,4592,0,,,,,,,,,,-4463
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-22,,,,,15456,49796,95,,,,,,,,,,-34245
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-21,,,,,3661,50435,698.45,,750,,,,,,,,-46825.55
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-20,,,,,890,73537,0,,825,,,,,,,,-73472
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-19,,,,,1175,88597,0,,80,,,,,,,,-87502
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-18,,,,,83,88341,0,,,,,,,,,,-88258
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-17,,,,,2,4475,0,,,,,,,,,,-4473
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-16,,,,,37,27914,0,,,,,,,,,,-27877
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-15,,,,183276,1089,100227,0,,400,,,,,,,,-282814
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-14,,,,,120,122152,0,,,,,,,,,,-122032
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-13,,,,,298,135917,0,,,,,,,,,,-135619
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-12,,,,30884,277,116810,0,,,,,,,,,,-147417
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-11,,,,,1367,94077,0,,,,,,,,,,-92710
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-10,,,,,10,7094,0,,,,,,,,,,-7084
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-09,,,,,26,5383,0,,,,,,,,,,-5357
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-08,,,,,370,115902,0,,,,,,,,,,-115532
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-07,,,,,352,125646,0,,,,,,,,,,-125294
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-06,,,,,322,159209,0,,,,,,,,,,-158887
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-05,,,,,327,196499,0,,,,,,,,,,-196172
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-04,,,,,202,161099,0,,,,,,,,,,-160897
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-03,,,,,4,4919,0,,,,,,,,,,-4915
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-02,,,,,25,44424,0,,,,,,,,,,-44399
India,"Financial Year (Apr - Mar), 2022","July, 2022",2022-07-01,,,,225495,504,149825,0,,,,,,,,,,-374816
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-30,,,,,640,223562,0,,,,,,,,,,-222922
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-29,,,,,3411,186977,450,,,,,,,,,,-183116
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-28,,,,,181,168722,0,,,,,,,,,,-168541
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-27,,,,,175,149138,0,,,,,,,,,,-148963
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-26,,,,,27,5000,0,,,,,,,,,,-4973
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-25,,,,,226,5525,0,,,,,,,,,,-5299
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-24,,,,,219,133218,1000,,185,,,,,,,,-132184
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-23,,,,,56,130406,0,,115,,,,,,,,-130465
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-22,,,,,3054,145947,0,,,,,,,,,,-142893
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-21,,,,,85,146287,-5500,,,,,,,,,,-151702
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-20,,,,,572,152479,0,,,,,,,,,,-151907
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-19,,,,,44,2182,0,,,,,,,,,,-2138
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-18,,,,,107,24184,0,,,,,,,,,,-24077
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-17,,,,165184,7,166192,0,,,,,,,,,,-331369
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-16,,,,,100,324432,0,,,,,,,,,,-324332
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-15,,,,,102,384055,0,,,,,,,,,,-383953
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-14,,,,33456,310,398525,-1.8,,,,,,,,,,-431672.8
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-13,,,,,305,395240,0,,,,,,,,,,-394935
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-12,,,,,115,7042,0,,,,,,,,,,-6927
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-11,,,,,163,8240,0,,,,,,,,,,-8077
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-10,,,,,,392400,0,,,,,,,,,,-392400
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-09,,,,,,359114,0,,,,,,,,,,-359114
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-08,,,,,6,366780,0,,,,,,,,,,-366774
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-07,,,,,302,354623,0,,,,,,,,,,-354321
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-06,,,,,313,357750,8545,,,,,,,,,,-348892
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-05,,,,,6,3279,0,,,,,,,,,,-3273
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-04,,,,,11,36922,0,,,,,,,,,,-36911
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-03,,,,64965,547,369177,4000,,,,,,,,,,-429595
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-02,,,,,100,181860,1300,,,,,,,,,,-180460
India,"Financial Year (Apr - Mar), 2022","June, 2022",2022-06-01,,,,,304,194418,0,,,,,,,,,,-194114
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-31,,,,,,144101,0,,195,,,,,,,,-144296
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-30,,,,,130,112822,0,,,,,,,,,,-112692
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-29,,,,,28,6085,0,,,,,,,,,,-6057
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-28,,,,,94,3971,0,,,,,,,,,,-3877
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-27,,,,,101,120712,0,,310,,,,,,,,-120921
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-26,,,,,52,126696,0,,735,,,,,,,,-127379
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-25,,,,,312,134054,0,,990,,,,,,,,-134732
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-24,,,,,396,147489,0,,190,,,,,,,,-147283
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-23,,,,,408,155767,0,,605,,,,,,,,-155964
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-22,,,,,3,5029,0,,,,,,,,,,-5026
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-21,,,,,134,33270,0,,,,,,,,,,-33136
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-20,,,,272150,1009,139323,0,,680,,,,,,,,-411144
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-19,,,,,795,230186,0,,70,,,,,,,,-229461
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-18,,,,,171,248364,0,,,,,,,,,,-248193
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-17,,,,33711,152,281767,0,,,,,,,,,,-315326
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-16,,,,,782,34454,0,,,,,,,,,,-33672
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-15,,,,,16,3161,0,,,,,,,,,,-3145
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-14,,,,,12,5657,0,,,,,,,,,,-5645
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-13,,,,,248,221801,0,,,,,,,,,,-221553
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-12,,,,,820,227181,7000,,,,,,,,,,-219361
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-11,,,,,179,220982,500,,,,,,,,,,-220303
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-10,,,,,380,223949,0,,,,,,,,,,-223569
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-09,,,,,,209839,0,,,,,,,,,,-209839
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-08,,,,,71,7685,0,,,,,,,,,,-7614
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-07,,,,,1808,27713,0,,,,,,,,,,-25905
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-06,,,,338279,65,197576,1500,,,,,,,,,,-534290
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-05,,,,,,160606,0,,,,,,,,,,-160606
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-04,,,,,39,182820,0,,1345,,,,,,,,-184126
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-03,,,,,385,29461,0,,,,,,,,,,-29076
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-02,,,,,,138634,-2300,,330,,,,,,,,-141264
India,"Financial Year (Apr - Mar), 2022","May, 2022",2022-05-01,,,,,217,9331,0,,,,,,,,,,-9114
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-30,,,,,1643,42694,0,,,,,,,,,,-41051
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-29,,,,,58,110806,-2200,,325,,,,,,,,-113273
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-28,,,,,22,91837,0,,130,,,,,,,,-91945
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-27,,,,,4,133241,0,,415,,,,,,,,-133652
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-26,,,,,248,141119,0,,,,,,,,,,-140871
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-25,,,,,155,136450,0,,,,,,,,,,-136295
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-24,,,,,28,3907,0,,,,,,,,,,-3879
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-23,,,,,38,16556,0,,,,,,,,,,-16518
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-22,,,,451901,140,166762,0,,,,,,,,,,-618523
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-21,,,,,152,118136,0,,,,,,,,,,-117984
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-20,,,,,735,186363,0,,,,,,,,,,-185628
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-19,,,,50010,177,216659,-3000,,,,,,,,,,-269492
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-18,,,,,284,234424,0,,,,,,,,,,-234140
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-17,,,,,2,6253,0,,,,,,,,,,-6251
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-16,,,,,706,37909,0,,,,,,,,,,-37203
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-15,,,,,2832,5660,0,,,,,,,,,,-2828
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-14,,,,,1445,12790,0,,,,,,,,,,-11345
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-13,,,,,113,210299,0,,,,,,,,,,-210186
India,"Financial Year (Apr - Mar), 2022","April, 2022",2022-04-12,,,,,70,243159,0,,,,,,,,,,-243089
