Country,Year,Month,Calendar Day,"Repo Under Liquidity Adjustment Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Reverse Repo Under Liquidity Adjustment Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Variable Rate Repo Under Liquidity Adjustment Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Variable Rate Reverse Repo Under Liquidity Adjustment Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Marginal Standing Facility (Msf) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Standing Liquidity Facilities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Standing Liquidity Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Market Stabilisation Scheme (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sale Under Open Market Operations (Omo) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Purchase Under Open Market Operations (Omo) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Long Term Repo Operations (UOM:INR(IndianRupees)), Scaling Factor:10000000","Targeted Long Term Repo Operations (UOM:INR(IndianRupees)), Scaling Factor:10000000","Special Liquidity Facility For Mutual Funds  (UOM:INR(IndianRupees)), Scaling Factor:10000000","Special Liquidity Scheme For Non Banking Financial Companies (Nbfcs) Or Housing Finance Companies (Hfcs) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Special Long-Term Repo Operations For Small Finance Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Special Reverse Repo (UOM:INR(IndianRupees)), Scaling Factor:10000000","Net Injection (+) / Absorption (-) (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-30,,,,,307,135576,522.28,,,,,,,,,,-134746.72
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-29,,,,,341,153397,0,,,,,,,,,,-153056
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-28,,,,,2144,186351,2241.65,,,,,,,,,,-181965.35
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-27,,,,,318,150906,-871.64,,,,,,,,,,-151459.64
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-26,,,,,1985,141197,0,,,,,,,,,,-139212
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-25,,,,,1092,159522,0,,,,,,,,,,-158430
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-24,,,,,729,153483,0,,,,,,,,,,-152754
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-23,,,,,4934,152089,0,,,,,,,,,,-147155
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-22,,,,,3084,149537,0,,,,,,,,,,-146453
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-21,,,16363,,445,174122,0,,,,,,,,,,-157314
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-20,,,,,1072,166262,0,,,,,,,,,,-165190
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-19,,,,,869,180834,462.19,,,,,,,,,,-179502.81
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-18,,,,,979,183892,-340.98,,,,,,,,,,-183253.98
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-17,,,,,839,196682,0,,,,,,,,,,-195843
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-16,,,,,125,110112,0,,,,,,,,,,-109987
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-15,,,,,1113,131941,0,,,,,,,,,,-130828
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-14,,,,57380,2158,192759,0,,,,,,,,,,-247981
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-13,,,,,800,249197,-519.21,,,1685,,,,,,,-247231.21
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-12,,,,,800,219951,-627.56,,,4455,,,,,,,-215323.56
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-11,,,,,643,220994,160,,,4040,,,,,,,-216151
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-10,,,,,870,211369,0,,,4630,,,,,,,-205869
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-09,,,,,104,202615,0,,,,,,,,,,-202511
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-08,,,,,56,200181,0,,,,,,,,,,-200125
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-07,,,,,916,251010,-838.32,,,4115,,,,,,,-246817.32
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-06,,,,,1982,244330,-1346.13,,,4335,,,,,,,-239359.13
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-05,,,,,590,206927,0,,,,,,,,,,-206337
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-04,,,,,865,220291,0,,,4020,,,,,,,-215406
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-03,,,,,895,187516,-201.04,,,,,,,,,,-186822.04
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-02,,,,,370,119816,0,,,,,,,,,,-119446
India,"Financial Year (Apr - Mar), 2025","November, 2025",2025-11-01,,,,,445,122685,0,,,,,,,,,,-122240
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-31,,,,,5489,140138,0,,,,,,,,,,-134649
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-30,,,100012,,624,120630,0.61,,,,,,,,,,-19993.39
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-29,,,58512,,615,85235,460,,,,,,,,,,-25648
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-28,,,125521,,529,129424,0,,,,,,,,,,-3374
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-27,,,101810,,3040,95046,0,,,,,,,,,,9804
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-26,,,,,16390,82049,0,,,,,,,,,,-65659
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-25,,,,,14304,78878,0,,,,,,,,,,-64574
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-24,,,30750,,7026,79899,0,,,,,,,,,,-42123
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-23,,,475,,431,160431,0,,,,,,,,,,-159525
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-22,,,,,85,119420,0,,,,,,,,,,-119335
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-21,,,,,397,109627,0,,,,,,,,,,-109230
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-20,,,163113,,424,104425,0,,,,,,,,,,59112
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-19,,,,,5942,61891,0,,,,,,,,,,-55949
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-18,,,,,5530,61374,0,,,,,,,,,,-55844
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-17,,,2750,,7783,120474,585.49,,,,,,,,,,-109355.51
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-16,,,,,3956,139276,498.32,,,,,,,,,,-134821.68
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-15,,,,16285,2357,126237,-240,,,,,,,,,,-140405
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-14,,,,,3164,140996,0,,,,,,,,,,-137832
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-13,,,,,14585,154542,0,,,,,,,,,,-139957
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-12,,,,,2367,171513,0,,,,,,,,,,-169146
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-11,,,,,1780,165273,0,,,,,,,,,,-163493
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-10,,,37929,,2783,194925,1176.32,,,,,,,,,,-153036.68
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-09,,,,46860,15771,133799,0.49,,,,,,,,,,-164887.51
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-08,,,,,1231,139538,-3.89,,,,,,,,,,-138310.89
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-07,,,,,1430,158517,-719.26,,,,,,,,,,-157806.26
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-06,,,,,1158,169737,-768.2,,,,,,,,,,-169347.2
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-05,,,,,157,160593,0,,,,,,,,,,-160436
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-04,,,,,313,178791,0,,,,,,,,,,-178478
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-03,,,,,1512,201622,153.21,,,,,,,,,,-199956.79
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-02,,,,,204,181620,0,,,,,,,,,,-181416
India,"Financial Year (Apr - Mar), 2025","October, 2025",2025-10-01,,,7370,,651,184677,0,,,,,,,,,,-176656
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-30,,,85197,,1850,175443,0,,,,,,,,,,-88396
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-29,,,,,1897,158209,-108.52,,,,,,,,,,-156420.52
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-28,,,,,6922,137488,0,,,,,,,,,,-130566
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-27,,,,,2966,136939,0,,,,,,,,,,-133973
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-26,,,90931,,385,147590,165,,,,,,,,,,-56109
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-25,,,69060,,2688,95049,0,,,,,,,,,,-23301
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-24,,,48980,,403,93350,0,,,10,,,,,,,-43957
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-23,,,140516,,328,123947,0,,,,,,,,,,16897
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-22,,,21151,,6679,66129,0,,,,,,,,,,-38299
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-21,,,,,230,73485,0,,,,,,,,,,-73255
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-20,,,,,438,77708,0,,,,,,,,,,-77270
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-19,,,60357,,310,124189,0,,,,,,,,,,-63522
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-18,,,25006,,2849,111533,1195.26,,,,,,,,,,-82482.74
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-17,,,,,1507,74961,0,,,,,,,,,,-73454
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-16,,,585,,18172,98460,649.08,,,,,,,,,,-79053.92
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-15,,,,,1282,199673,717.59,,,,,,,,,,-197673.41
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-14,,,,,1176,115495,0,,,,,,,,,,-114319
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-13,,,,,969,112438,0,,,,,,,,,,-111469
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-12,,,,150015,1184,123250,0,,,,,,,,,,-272081
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-11,,,,,1159,124040,576.29,,,,,,,,,,-122304.71
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-10,,,,20175,967,99886,-576.93,,,,,,,,,,-119670.93
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-09,,,,,1052,123828,0,,,,,,,,,,-122776
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-08,,,,,12069,104910,0,,,,,,,,,,-92841
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-07,,,,,824,104586,0,,,,,,,,,,-103762
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-06,,,,,868,109040,0,,,,,,,,,,-108172
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-05,,,,,3936,149276,0,,,,,,,,,,-145340
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-04,,,,150023,4644,149334,1148.77,,,,,,,,,,-293564.23
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-03,,,,,1952,118742,-3130.89,,,,,,,,,,-119920.89
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-02,,,,,1510,127443,-1213.92,,,,,,,,,,-127146.92
India,"Financial Year (Apr - Mar), 2025","September, 2025",2025-09-01,,,,48820,4571,118298,0,,,,,,,,,,-162547
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-31,,,,,780,129849,0,,,,,,,,,,-129069
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-30,,,,,953,138905,0,,,,,,,,,,-137952
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-29,,,,138366,1950,117618,0,,,,,,,,,,-254034
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-28,,,,49515,3579,126448,0,,,,,,,,,,-172384
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-27,,,,,1292,115946,0,,,,,,,,,,-114654
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-26,,,,,1590,127715,267.91,,,,,,,,,,-125857.09
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-25,,,,,1837,116270,-299.43,,,,,,,,,,-114732.43
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-24,,,,,533,92624,0,,,,,,,,,,-92091
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-23,,,,,322,90563,0,,,,,,,,,,-90241
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-22,,,,75781,1818,155889,892.23,,,,,,,,,,-228959.77
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-21,,,31025,,7687,83484,-631.89,,,,,,,,,,-45403.89
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-20,,,,,4249,74157,0,,,,,,,,,,-69908
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-19,,,,,1992,105186,0,,,,,,,,,,-103194
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-18,,,,23360,1273,111903,-360.71,,,,,,,,,,-134350.71
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-17,,,,,239,120519,0,,,,,,,,,,-120280
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-16,,,,,214,133135,0,,,,,,,,,,-132921
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-15,,,,,134,119519,0,,,,,,,,,,-119385
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-14,,,,182790,1127,132763,400,,,,,,,,,,-314026
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-13,,,,,1814,111927,345,,,,,,,,,,-109768
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-12,,,,,1271,83758,0,,,,,,,,,,-82487
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-11,,,,44790,1071,97719,0,,,,,,,,,,-141438
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-10,,,,,359,86805,0,,,,,,,,,,-86446
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-09,,,,,396,84124,0,,,,,,,,,,-83728
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-08,,,,159089,4352,168392,1579.23,,,,,,,,,,-321549.77
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-07,,,,49055,11066,86154,-1537.97,,,,,,,,,,-125680.97
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-06,,,,67755,1697,163097,0,,,,,,,,,,-229155
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-05,,,,,1087,236724,0,,,,,,,,,,-235637
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-04,,,,,1232,239701,0,,,,,,,,,,-238469
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-03,,,,,46,204672,0,,,,,,,,,,-204626
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-02,,,,,284,232922,0,,,,,,,,,,-232638
India,"Financial Year (Apr - Mar), 2025","August, 2025",2025-08-01,,,,171795,1100,204806,0,,,,,,,,,,-375501
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-31,,,,13075,1649,114195,0,,,,,,,,,,-125621
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-30,,,,,1408,94716,0,,,,,,,,,,-93308
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-29,,,,46058,1584,108957,0,,,,,,,,,,-153431
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-28,,,,,938,109847,0,,,,,,,,,,-108909
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-27,,,,,484,121441,0,,,,,,,,,,-120957
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-26,,,,,484,119530,0,,,,,,,,,,-119046
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-25,,,,125008,1906,174961,-104,,,,,,,,,,-298167
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-24,,,1421,,362,117991,0,,,,,,,,,,-116208
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-23,,,50001,,820,78428,1828.81,,,,,,,,,,-25778.19
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-22,,,,,13273,63745,2063.21,,,,,,,,,,-48408.79
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-21,,,,,10750,56852,360.71,,,,,,,,,,-45741.29
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-20,,,,,1179,103669,0,,,,,,,,,,-102490
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-19,,,,,819,111162,0,,,,,,,,,,-110343
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-18,,,,200027,951,116590,293.03,,,,,,,,,,-315372.97
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-17,,,,,808,106279,-5.18,,,,,,,,,,-105476.18
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-16,,,,,879,109064,-18.15,,,,,,,,,,-108203.15
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-15,,,,57450,869,97432,0,,,,,,,,,,-154013
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-14,,,,,838,116037,0,,,,,,,,,,-115199
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-13,,,,,81,132452,0,,,,,,,,,,-132371
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-12,,,,,85,127893,0,,,,,,,,,,-127808
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-11,,,,151633,1223,187091,365,,,,,,,,,,-337136
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-10,,,,,1078,124621,-45,,,,,,,,,,-123588
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-09,,,,97315,1081,136036,-186.33,,,,,,,,,,-232456.33
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-08,,,,,1072,214021,-240,,,,,,,,,,-213189
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-07,,,,,1051,250865,-230,,,,,,,,,,-250044
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-06,,,,,339,250650,0,,,,,,,,,,-250311
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-05,,,,,216,285155,0,,,,,,,,,,-284939
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-04,,,,100010,1282,332158,0,,,,,,,,,,-430886
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-03,,,,,1111,326770,0,,,,,,,,,,-325659
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-02,,,,,3410,299291,-1030.18,,,,,,,,,,-296911.18
India,"Financial Year (Apr - Mar), 2025","July, 2025",2025-07-01,,,,,1233,255381,0,,,,,,,,,,-254148
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-30,,,,,5705,189751,236.83,,,,,,,,,,-183809.17
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-29,,,,,141,153631,0,,,,,,,,,,-153490
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-28,,,,,436,155844,0,,,,,,,,,,-155408
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-27,,,,84975,1065,223883,0,,,,,,,,,,-307793
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-26,,,,,1826,279877,576.93,,,,,,,,,,-277474.07
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-25,,,,,1309,255293,-598.78,,,,,,,,,,-254582.78
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-24,,,,,1090,267171,0,,,,,,,,,,-266081
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-23,,,,,906,251686,0,,,,,,,,,,-250780
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-22,,,,,285,196522,0,,,,,,,,,,-196237
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-21,,,,,946,235683,0,,,,,,,,,,-234737
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-20,,,,,2659,303886,-125,,,,,,,,,,-301352
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-19,,,,,1323,322568,-175,,,,,,,,,,-321420
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-18,,,,,1389,296073,-1139.01,,,,,,,,,,-295823.01
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-17,,,,,1297,299971,0,,,,,,,,,,-298674
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-16,,,,,1289,277831,0,,,10,,,,,,,-276532
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-15,,,,,48,205124,0,,,,,,,,,,-205076
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-14,,,,,8,219212,0,,,,,,,,,,-219204
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-13,,,,,2248,373129,0,,,,,,,,,,-370881
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-12,,,,,1095,285659,0,,,,,,,,,,-284564
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-11,,,,,1124,267414,1662.5,,,,,,,,,,-264627.5
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-10,,,3853,,16,272671,-1513.04,,,,,,,,,,-270315.04
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-09,,,3711,,2123,258855,0,,,,,,,,,,-253021
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-08,,,,,25,196222,0,,,,,,,,,,-196197
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-07,,,,,58,197270,0,,,,,,,,,,-197212
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-06,,,3550,,1977,326946,0,,,,,,,,,,-321419
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-05,,,4138,,580,316403,0,,,,,,,,,,-311685
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-04,,,4271,,622,299291,49.43,,,,,,,,,,-294348.57
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-03,,,5019,,447,314265,-322.19,,,,,,,,,,-309121.19
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-02,,,5150,,1109,292229,0,,,,,,,,,,-285970
India,"Financial Year (Apr - Mar), 2025","June, 2025",2025-06-01,,,,,922,231621,0,,,,,,,,,,-230699
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-31,,,,,1005,246776,0,,,,,,,,,,-245771
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-30,,,8721,,1540,229098,0,,,,,,,,,,-218837
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-29,,,3335,,1062,218709,972,,,,,,,,,,-213340
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-28,,,3843,,606,229136,-1113,,,,,,,,,,-225800
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-27,,,3542,,902,227421,0,,,,,,,,,,-222977
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-26,,,4073,,2476,210831,0,,,,,,,,,,-204282
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-25,,,,,879,149634,0,,,,,,,,,,-148755
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-24,,,,,601,181823,0,,,,,,,,,,-181222
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-23,,,4371,,676,209752,0,,,,,,,,,,-204705
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-22,,,4341,,616,138547,0,,,,,,,,,,-133590
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-21,,,4348,,591,171096,0,,,,,,,,,,-166157
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-20,,,4617,,435,224630,0,,,19203,,,,,,,-200375
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-19,,,5170,,456,234140,0,,,,,,,,,,-228514
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-18,,,,,396,175950,0,,,,,,,,,,-175554
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-17,,,,,513,231345,0,,,,,,,,,,-230832
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-16,,,5293,,340,289909,150.89,,,25000,,,,,,,-259125.11
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-15,,,5198,,358,262952,866.24,,,,,,,,,,-256529.76
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-14,,,5341,,175,222868,-990.78,,,,,,,,,,-218342.78
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-13,,,5401,,154,194470,0,,,25000,,,,,,,-163915
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-12,,,,,2281,205550,0,,,,,,,,,,-203269
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-11,,,,,2543,207489,0,,,,,,,,,,-204946
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-10,,,,,2404,207660,0,,,,,,,,,,-205256
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-09,,,7417,,552,213300,0,,,,,,,,,,-205331
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-08,,,8074,,1980,177191,0,,,,,,,,,,-167137
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-07,,,5192,,493,182611,0,,,50000,,,,,,,-126926
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-06,,,6428,,161,178561,-769.95,,,,,,,,,,-172741.95
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-05,,,5646,,395,162616,0,,,,,,,,,,-156575
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-04,,,,,29,162216,0,,,,,,,,,,-162187
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-03,,,,,474,171056,0,,,,,,,,,,-170582
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-02,,,6380,,568,200035,0,,,,,,,,,,-193087
India,"Financial Year (Apr - Mar), 2025","May, 2025",2025-05-01,,,,,14589,181779,0,,,,,,,,,,-167190
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-30,,,14952,,8471,187714,769.95,,,20000,,,,,,,-143521.05
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-29,,,5901,,716,121701,8.19,,,,,,,,,,-115075.81
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-28,,,4998,,3190,132959,-1330.2,,,,,,,,,,-126101.2
